file,threshold,winner,plurality_match,IRV_match,top-two_match,borda-pm_match,borda-om_match,borda-avg_match,top-3-truncation_match,condorcet_match,minimax_match,smith_plurality_match,smith_irv_match,smith-minimax_match,ranked-pairs_match,bucklin_match,approval_match,smith_match
The_Hills_Shire-mayoral-finalpreferencedatafile.csv,OM,GANGEMI Peter,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
The_Hills_Shire-mayoral-finalpreferencedatafile.csv,PM,GANGEMI Peter,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
The_Hills_Shire-mayoral-finalpreferencedatafile.csv,AVG,GANGEMI Peter,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Nambucca_Valley-mayoral-finalpreferencedatafile.csv,OM,HOBAN Rhonda,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Nambucca_Valley-mayoral-finalpreferencedatafile.csv,PM,HOBAN Rhonda,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Nambucca_Valley-mayoral-finalpreferencedatafile.csv,AVG,HOBAN Rhonda,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Sydney-mayoral-finalpreferencedatafile.csv,OM,MOORE Clover,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Sydney-mayoral-finalpreferencedatafile.csv,PM,MOORE Clover,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Sydney-mayoral-finalpreferencedatafile.csv,AVG,MOORE Clover,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,OM,AMOS Paul,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,PM,AMOS Paul,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,AVG,AMOS Paul,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Lismore-mayoral-finalpreferencedatafile.csv,OM,KRIEG Steve,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Lismore-mayoral-finalpreferencedatafile.csv,PM,KRIEG Steve,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Lismore-mayoral-finalpreferencedatafile.csv,AVG,KRIEG Steve,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Eurobodalla-mayoral-finalpreferencedatafile.csv,OM,HATCHER Mat,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Eurobodalla-mayoral-finalpreferencedatafile.csv,PM,HATCHER Mat,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Eurobodalla-mayoral-finalpreferencedatafile.csv,AVG,HATCHER Mat,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Shellharbour-mayoral-finalpreferencedatafile.csv,OM,HOMER Chris,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Shellharbour-mayoral-finalpreferencedatafile.csv,PM,HOMER Chris,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Shellharbour-mayoral-finalpreferencedatafile.csv,AVG,HOMER Chris,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Singleton-mayoral-finalpreferencedatafile.csv,OM,MOORE Sue,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Singleton-mayoral-finalpreferencedatafile.csv,PM,MOORE Sue,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Singleton-mayoral-finalpreferencedatafile.csv,AVG,MOORE Sue,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Uralla-mayoral-finalpreferencedatafile.csv,OM,BELL Robert,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Uralla-mayoral-finalpreferencedatafile.csv,PM,BELL Robert,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Uralla-mayoral-finalpreferencedatafile.csv,AVG,BELL Robert,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,OM,FINDLEY Amanda,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,PM,FINDLEY Amanda,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,AVG,FINDLEY Amanda,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,OM,PINSON Peta,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,PM,PINSON Peta,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,AVG,PINSON Peta,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Richmond_Valley-mayoral-finalpreferencedatafile.csv,OM,MUSTOW Robert,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Richmond_Valley-mayoral-finalpreferencedatafile.csv,PM,MUSTOW Robert,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Richmond_Valley-mayoral-finalpreferencedatafile.csv,AVG,MUSTOW Robert,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,OM,FRASER Kay,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,PM,FRASER Kay,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,AVG,FRASER Kay,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Port_Stephens-mayoral-finalpreferencedatafile.csv,OM,PALMER Ryan,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Port_Stephens-mayoral-finalpreferencedatafile.csv,PM,PALMER Ryan,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Port_Stephens-mayoral-finalpreferencedatafile.csv,AVG,PALMER Ryan,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Wollondilly-mayoral-finalpreferencedatafile.csv,OM,GOULD Matt,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Wollondilly-mayoral-finalpreferencedatafile.csv,PM,GOULD Matt,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Wollondilly-mayoral-finalpreferencedatafile.csv,AVG,GOULD Matt,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Griffith-mayoral-finalpreferencedatafile.csv,OM,CURRAN Doug,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Griffith-mayoral-finalpreferencedatafile.csv,PM,CURRAN Doug,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Griffith-mayoral-finalpreferencedatafile.csv,AVG,CURRAN Doug,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Hunters_Hill-mayoral-finalpreferencedatafile.csv,OM,QUINN Richard,no_match,no_match,no_match,no_match,match,match,match,match,match,match,match,match,match,match,no_match,match
Hunters_Hill-mayoral-finalpreferencedatafile.csv,PM,QUINN Richard,no_match,no_match,no_match,no_match,match,match,match,match,match,match,match,match,match,match,no_match,match
Hunters_Hill-mayoral-finalpreferencedatafile.csv,AVG,QUINN Richard,no_match,no_match,no_match,no_match,match,match,match,match,match,match,match,match,match,match,no_match,match
City_of_Cessnock-mayoral-finalpreferencedatafile.csv,OM,SUVAAL Jay,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Cessnock-mayoral-finalpreferencedatafile.csv,PM,SUVAAL Jay,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Cessnock-mayoral-finalpreferencedatafile.csv,AVG,SUVAAL Jay,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Newcastle-mayoral-finalpreferencedatafile.csv,OM,NELMES Nuatali,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Newcastle-mayoral-finalpreferencedatafile.csv,PM,NELMES Nuatali,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Newcastle-mayoral-finalpreferencedatafile.csv,AVG,NELMES Nuatali,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Willoughby-mayoral-finalpreferencedatafile.csv,OM,TAYLOR Tanya,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Willoughby-mayoral-finalpreferencedatafile.csv,PM,TAYLOR Tanya,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Willoughby-mayoral-finalpreferencedatafile.csv,AVG,TAYLOR Tanya,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Maitland-mayoral-finalpreferencedatafile.csv,OM,PENFOLD Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,no_match,match
City_of_Maitland-mayoral-finalpreferencedatafile.csv,PM,PENFOLD Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,no_match,match
City_of_Maitland-mayoral-finalpreferencedatafile.csv,AVG,PENFOLD Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,no_match,match
City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,OM,KENNEDY Tom,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,PM,KENNEDY Tom,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,AVG,KENNEDY Tom,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Bellingen-mayoral-finalpreferencedatafile (1).csv,OM,ALLAN Steve,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Bellingen-mayoral-finalpreferencedatafile (1).csv,PM,ALLAN Steve,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Bellingen-mayoral-finalpreferencedatafile (1).csv,AVG,ALLAN Steve,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Byron-mayoral-finalpreferencedatafile.csv,OM,LYON Michael,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Byron-mayoral-finalpreferencedatafile.csv,PM,LYON Michael,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Byron-mayoral-finalpreferencedatafile.csv,AVG,LYON Michael,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Orange-mayoral-finalpreferencedatafile.csv,OM,HAMLING Jason,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Orange-mayoral-finalpreferencedatafile.csv,PM,HAMLING Jason,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Orange-mayoral-finalpreferencedatafile.csv,AVG,HAMLING Jason,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Hornsby-mayoral-finalpreferencedatafile.csv,OM,RUDDOCK Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Hornsby-mayoral-finalpreferencedatafile.csv,PM,RUDDOCK Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Hornsby-mayoral-finalpreferencedatafile.csv,AVG,RUDDOCK Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Kempsey-mayoral-finalpreferencedatafile.csv,OM,HAUVILLE Leo,no_match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,no_match,match
Kempsey-mayoral-finalpreferencedatafile.csv,PM,HAUVILLE Leo,no_match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,no_match,match
Kempsey-mayoral-finalpreferencedatafile.csv,AVG,HAUVILLE Leo,no_match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,no_match,match
Burwood-mayoral-finalpreferencedatafile.csv,OM,FAKER John,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Burwood-mayoral-finalpreferencedatafile.csv,PM,FAKER John,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
Burwood-mayoral-finalpreferencedatafile.csv,AVG,FAKER John,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
City_of_Wollongong-mayoral-finalpreferencedatafile.csv,OM,BRADBERY Gordon,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
City_of_Wollongong-mayoral-finalpreferencedatafile.csv,PM,BRADBERY Gordon,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
City_of_Wollongong-mayoral-finalpreferencedatafile.csv,AVG,BRADBERY Gordon,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
City_of_Liverpool-mayoral-finalpreferencedatafile.csv,OM,MANNOUN Ned,match,match,match,match,no_match,no_match,match,match,match,match,match,match,match,match,match,match
City_of_Liverpool-mayoral-finalpreferencedatafile.csv,PM,MANNOUN Ned,match,match,match,match,no_match,no_match,match,match,match,match,match,match,match,match,match,match
City_of_Liverpool-mayoral-finalpreferencedatafile.csv,AVG,MANNOUN Ned,match,match,match,match,no_match,no_match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Cootamundra.csv,OM,COOKE Steph,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Cootamundra.csv,PM,COOKE Steph,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Cootamundra.csv,AVG,COOKE Steph,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Murray.csv,OM,EVANS Austin,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Murray.csv,PM,EVANS Austin,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Murray.csv,AVG,EVANS Austin,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_Gosford.csv,OM,TESCH Liesl,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_Gosford.csv,PM,TESCH Liesl,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_Gosford.csv,AVG,TESCH Liesl,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_North Shore.csv,OM,WILSON Felicity,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_North Shore.csv,PM,WILSON Felicity,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_North Shore.csv,AVG,WILSON Felicity,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_Manly.csv,OM,GRIFFIN James,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_Manly.csv,PM,GRIFFIN James,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1701 LA Pref Data_NA_Manly.csv,AVG,GRIFFIN James,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Blacktown.csv,OM,BALI Stephen,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Blacktown.csv,PM,BALI Stephen,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SB1702 LA Pref Data_NA_Blacktown.csv,AVG,BALI Stephen,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Murray.csv,OM,DALTON Helen,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Murray.csv,PM,DALTON Helen,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Murray.csv,AVG,DALTON Helen,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Sydney.csv,OM,GREENWICH Alex,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Sydney.csv,PM,GREENWICH Alex,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Sydney.csv,AVG,GREENWICH Alex,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Newtown.csv,OM,LEONG Jenny,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Newtown.csv,PM,LEONG Jenny,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Newtown.csv,AVG,LEONG Jenny,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Balmain.csv,OM,PARKER Jamie,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Balmain.csv,PM,PARKER Jamie,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Balmain.csv,AVG,PARKER Jamie,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Camden.csv,OM,SIDGREAVES Peter,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Camden.csv,PM,SIDGREAVES Peter,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Camden.csv,AVG,SIDGREAVES Peter,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Maitland.csv,OM,AITCHISON Jenny,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Maitland.csv,PM,AITCHISON Jenny,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Maitland.csv,AVG,AITCHISON Jenny,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Ku-ring-gai.csv,OM,HENSKENS Alister,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Ku-ring-gai.csv,PM,HENSKENS Alister,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Ku-ring-gai.csv,AVG,HENSKENS Alister,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Bega.csv,OM,CONSTANCE Andrew,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Bega.csv,PM,CONSTANCE Andrew,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Bega.csv,AVG,CONSTANCE Andrew,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Orange.csv,OM,DONATO Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Orange.csv,PM,DONATO Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Orange.csv,AVG,DONATO Philip,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Goulburn.csv,OM,TUCKERMAN Wendy,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Goulburn.csv,PM,TUCKERMAN Wendy,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Goulburn.csv,AVG,TUCKERMAN Wendy,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Kiama.csv,OM,WARD Gareth,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Kiama.csv,PM,WARD Gareth,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Kiama.csv,AVG,WARD Gareth,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Wollondilly.csv,OM,SMITH Nathaniel,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Wollondilly.csv,PM,SMITH Nathaniel,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Wollondilly.csv,AVG,SMITH Nathaniel,match,match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Fairfield.csv,OM,ZANGARI Guy,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Fairfield.csv,PM,ZANGARI Guy,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Fairfield.csv,AVG,ZANGARI Guy,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Coogee.csv,OM,O'NEILL Marjorie,no_match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,no_match,match
SGE2019 LA Pref Data Coogee.csv,PM,O'NEILL Marjorie,no_match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,no_match,match
SGE2019 LA Pref Data Coogee.csv,AVG,O'NEILL Marjorie,no_match,match,match,no_match,match,match,match,match,match,match,match,match,match,match,no_match,match
SGE2019 LA Pref Data Cessnock.csv,OM,BARR Clayton,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Cessnock.csv,PM,BARR Clayton,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Cessnock.csv,AVG,BARR Clayton,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Maroubra.csv,OM,DALEY Michael,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Maroubra.csv,PM,DALEY Michael,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Maroubra.csv,AVG,DALEY Michael,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data The Entrance.csv,OM,MEHAN David,match,match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,match
SGE2019 LA Pref Data The Entrance.csv,PM,MEHAN David,match,match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,match
SGE2019 LA Pref Data The Entrance.csv,AVG,MEHAN David,match,match,match,match,match,match,match,match,match,match,match,match,match,match,no_match,match
SGE2019 LA Pref Data Bathurst.csv,OM,TOOLE Paul,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Bathurst.csv,PM,TOOLE Paul,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Bathurst.csv,AVG,TOOLE Paul,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Oatley.csv,OM,COURE Mark,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Oatley.csv,PM,COURE Mark,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Oatley.csv,AVG,COURE Mark,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Swansea.csv,OM,CATLEY Yasmin,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Swansea.csv,PM,CATLEY Yasmin,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Swansea.csv,AVG,CATLEY Yasmin,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Blue Mountains.csv,OM,DOYLE Trish,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
SGE2019 LA Pref Data Blue Mountains.csv,PM,DOYLE Trish,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
