file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
NewYorkCity_06222021_DEMMayorCitywide.csv__hit28,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit29,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit30,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit31,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit32,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit33,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit34,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit35,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit36,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit37,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit38,Eric L. Adams,Eric L. Adams,Maya D. Wiley,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit39,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit40,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit41,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit42,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit43,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit44,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit45,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit46,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit47,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit48,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit49,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit50,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley
NewYorkCity_06222021_DEMMayorCitywide.csv__hit51,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit52,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit53,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit54,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit55,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit56,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit57,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit58,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit59,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit60,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit61,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit62,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit63,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit64,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit65,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit66,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley
NewYorkCity_06222021_DEMMayorCitywide.csv__hit67,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit68,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit69,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit70,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit71,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit72,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit73,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit74,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit75,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit76,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit77,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit78,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit79,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit80,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit81,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit82,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit83,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit84,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley
NewYorkCity_06222021_DEMMayorCitywide.csv__hit85,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit86,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit87,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Maya D. Wiley
NewYorkCity_06222021_DEMMayorCitywide.csv__hit88,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit89,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit90,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit91,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit92,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit93,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit94,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit95,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit96,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Maya D. Wiley
NewYorkCity_06222021_DEMMayorCitywide.csv__hit97,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit98,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit99,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit100,Eric L. Adams,Eric L. Adams,Maya D. Wiley,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit101,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit102,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit103,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit104,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit105,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit106,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit107,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit108,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit109,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit110,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit111,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit112,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit113,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit114,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit115,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit116,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit117,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit118,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit119,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Maya D. Wiley
NewYorkCity_06222021_DEMMayorCitywide.csv__hit120,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit121,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
NewYorkCity_06222021_DEMMayorCitywide.csv__hit122,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Eric L. Adams
NewYorkCity_06222021_DEMMayorCitywide.csv__hit123,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia,Kathryn A. Garcia
