file,percent,rows,all_agree_pct,om_avg_agree_pct,om_pm_agree_pct,avg_pm_agree_pct
AnnandaleNorth_dumgal17-11.csv,0.4,5,100.0,100.0,100.0,100.0
AnnandaleNorth_dumgal17-11.csv,0.5,4,100.0,100.0,100.0,100.0
AnnandaleSouthWard_dumgal12-11.csv,0.0,8,100.0,100.0,100.0,100.0
AnnandaleSouthWard_dumgal12-11.csv,0.1,7,100.0,100.0,100.0,100.0
AnnandaleSouthWard_dumgal12-11.csv,0.2,7,100.0,100.0,100.0,100.0
AnnandaleSouthWard_dumgal12-11.csv,0.5,6,100.0,100.0,100.0,100.0
AnnandaleSouth_dumgal17-10.csv,0.0,8,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus12-07.csv,0.0,7,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus12-07.csv,0.1,6,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus12-07.csv,0.2,6,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus12-07.csv,0.3,6,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus12-07.csv,0.4,6,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus12-07.csv,0.5,5,100.0,100.0,100.0,100.0
ArbroathEastandLunan_angus17-07.csv,0.0,9,100.0,100.0,100.0,100.0
ArbroathWestLethamandFriockheim_angus17-06.csv,0.0,12,100.0,100.0,100.0,100.0
ArbroathWestLethamandFriockheim_angus17-06.csv,0.1,10,100.0,100.0,100.0,100.0
ArbroathWestLethamandFriockheim_angus17-06.csv,0.2,10,100.0,100.0,100.0,100.0
ArbroathWestLethamandFriockheim_angus17-06.csv,0.3,10,100.0,100.0,100.0,100.0
ArbroathWestLethamandFriockheim_angus17-06.csv,0.4,10,100.0,100.0,100.0,100.0
ArbroathWestLethamandFriockheim_angus17-06.csv,0.5,8,100.0,100.0,100.0,100.0
ArbroathWestandLetham_angus12-06.csv,0.0,9,100.0,100.0,100.0,100.0
ArbroathWestandLetham_angus12-06.csv,0.1,8,100.0,100.0,100.0,100.0
ArbroathWestandLetham_angus12-06.csv,0.2,8,100.0,100.0,100.0,100.0
ArbroathWestandLetham_angus12-06.csv,0.3,8,100.0,100.0,100.0,100.0
ArbroathWestandLetham_angus12-06.csv,0.4,8,100.0,100.0,100.0,100.0
ArbroathWestandLetham_angus12-06.csv,0.5,7,100.0,100.0,100.0,100.0
ArdrossanandArran_n-ayrshire17-05,0.0,8,100.0,100.0,100.0,100.0
ArdrossanandArran_n-ayrshire17-05,0.1,8,100.0,100.0,100.0,100.0
ArdrossanandArran_n-ayrshire17-05,0.2,8,100.0,100.0,100.0,100.0
ArdrossanandArran_n-ayrshire17-05,0.3,8,100.0,100.0,100.0,100.0
ArdrossanandArran_n-ayrshire17-05,0.5,7,100.0,100.0,100.0,100.0
ArmadaleandBlackridge_w-lothian12-09,0.0,6,100.0,100.0,100.0,100.0
ArmadaleandBlackridge_w-lothian12-09,0.1,5,100.0,100.0,100.0,100.0
ArmadaleandBlackridge_w-lothian12-09,0.2,5,100.0,100.0,100.0,100.0
ArmadaleandBlackridge_w-lothian12-09,0.3,5,100.0,100.0,100.0,100.0
ArmadaleandBlackridge_w-lothian12-09,0.4,5,100.0,100.0,100.0,100.0
ArmadaleandBlackridge_w-lothian12-09,0.5,4,100.0,100.0,100.0,100.0
AyrNorth_s-ayrshire17-03,0.0,7,100.0,100.0,100.0,100.0
AyrNorth_s-ayrshire17-03,0.1,6,100.0,100.0,100.0,100.0
AyrNorth_s-ayrshire17-03,0.2,7,100.0,100.0,100.0,100.0
AyrNorth_s-ayrshire17-03,0.3,6,100.0,100.0,100.0,100.0
AyrNorth_s-ayrshire17-03,0.4,6,100.0,100.0,100.0,100.0
AyrNorth_s-ayrshire17-03,0.5,5,100.0,100.0,100.0,100.0
AyrWest_s-ayrshire17-05,0.0,8,100.0,100.0,100.0,100.0
AyrWest_s-ayrshire17-05,0.1,7,100.0,100.0,100.0,100.0
AyrWest_s-ayrshire17-05,0.2,7,100.0,100.0,100.0,100.0
AyrWest_s-ayrshire17-05,0.3,7,100.0,100.0,100.0,100.0
AyrWest_s-ayrshire17-05,0.4,7,100.0,100.0,100.0,100.0
AyrWest_s-ayrshire17-05,0.5,6,100.0,100.0,100.0,100.0
BadenochandStrathspeyWard_highland12-21,0.0,8,100.0,100.0,100.0,100.0
BadenochandStrathspey_PreferenceProfile_V0001_Badenoch_and_Strathspey_06052022_161540,0.0,9,100.0,100.0,100.0,100.0
BadenochandStrathspey_PreferenceProfile_V0001_Badenoch_and_Strathspey_06052022_161540,0.1,8,100.0,100.0,100.0,100.0
BadenochandStrathspey_PreferenceProfile_V0001_Badenoch_and_Strathspey_06052022_161540,0.2,8,100.0,100.0,100.0,100.0
BadenochandStrathspey_PreferenceProfile_V0001_Badenoch_and_Strathspey_06052022_161540,0.3,8,100.0,100.0,100.0,100.0
BadenochandStrathspey_PreferenceProfile_V0001_Badenoch_and_Strathspey_06052022_161540,0.4,8,100.0,100.0,100.0,100.0
BadenochandStrathspey_PreferenceProfile_V0001_Badenoch_and_Strathspey_06052022_161540,0.5,7,100.0,100.0,100.0,100.0
Bailliestonward_baillieston.csv,0.0,12,100.0,100.0,100.0,100.0
Bailliestonward_baillieston.csv,0.4,1,100.0,100.0,100.0,100.0
Ballochmyle_e-ayrshire17-07.csv,0.0,8,100.0,100.0,100.0,100.0
Ballochmyle_e-ayrshire17-07.csv,0.1,7,100.0,100.0,100.0,100.0
Ballochmyle_e-ayrshire17-07.csv,0.2,7,100.0,100.0,100.0,100.0
Ballochmyle_e-ayrshire17-07.csv,0.5,6,100.0,100.0,100.0,100.0
BanchoryandMidDeesideWard_aberdeenshire12-16.csv,0.0,6,100.0,100.0,100.0,100.0
BanchoryandMidDeesideWard_aberdeenshire12-16.csv,0.1,5,100.0,100.0,100.0,100.0
BanchoryandMidDeesideWard_aberdeenshire12-16.csv,0.2,5,100.0,100.0,100.0,100.0
BanchoryandMidDeesideWard_aberdeenshire12-16.csv,0.3,5,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire by-election 2016 Banff and District,0.0,4,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire by-election 2016 Banff and District,0.1,3,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire by-election 2016 Banff and District,0.2,3,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire by-election 2016 Banff and District,0.3,3,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire by-election 2016 Banff and District,0.4,3,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire by-election 2016 Banff and District,0.5,2,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire12-01.csv,0.0,6,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire12-01.csv,0.1,5,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire12-01.csv,0.2,5,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire12-01.csv,0.3,5,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire12-01.csv,0.4,5,100.0,100.0,100.0,100.0
BanffandDistrictWard_aberdeenshire12-01.csv,0.5,4,100.0,100.0,100.0,100.0
BannockburnWard_stirling12-07,0.0,8,100.0,100.0,100.0,100.0
Bannockburn_stirling17-07,0.0,8,100.0,100.0,100.0,100.0
Bannockburn_stirling17-07,0.1,7,100.0,100.0,100.0,100.0
Bannockburn_stirling17-07,0.2,7,100.0,100.0,100.0,100.0
Bannockburn_stirling17-07,0.3,7,100.0,100.0,100.0,100.0
Bannockburn_stirling17-07,0.4,7,100.0,100.0,100.0,100.0
Bannockburn_stirling17-07,0.5,6,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,0.0,13,100.0,100.0,100.0,100.0
