file,candidate_cloned,percent,unique_winners,diverges,method
TweeddaleEastWard_sc-borders12-02,David COXInd,0.5,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Frances PRINGLE Scottish Borders,0.5,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
TweeddaleEastWard_sc-borders12-02,Robin TATLER Lab,0.5,"['Gavin LOGAN Con', 'Stuart BELL SNP']",True,OM
Ward7-ArbroathEastandLunan_ward7.csv,Graham SMITH SNP,0.5,"['Brenda DURNO SNP', 'Lois SPEED Ind']",True,OM
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,David BLANEY Ind,0.0,['Donald MANFORD SNP'],False,OM
BrechinandEdzell_angus17-02.csv,Bob MYLES Ind,0.0,['Bob MYLES Ind'],False,OM
COWALWARD_argyll-bute12-06.csv,Bruce MARSHALL Ind,0.0,['William Gordon BLAIR SNP'],False,OM
DeeWard_dumgal12-04.csv,Lab Marsali CAIG,0.0,['Ind Colin WYPER'],False,OM
DingwallandSeaforthWard_highland12-09,Alister MACKINNON Ind,0.0,['Margaret PATERSON Ind'],False,OM
DunblaneandBridgeofAllan_stirling17-03,Alastair MAJURY Con,0.0,['Alastair MAJURY Con'],False,OM
Dunoon_argyll-bute17-07.csv,Brian LOGAN Ind,0.0,['Audrey E FORREST SNP'],False,OM
Eileana_Cheo_PreferenceProfile_V0001_Eilean_a__Che___06052022_161539,Fay THOMSON Ind,0.0,['John FINLAYSON Ind'],False,OM
GiffnockandThornliebankWard_e-renfs12-03.csv,Jim FLETCHER Lab,0.0,['Jim FLETCHER Lab'],False,OM
GlenrothesWestAndKinglassieWard_fife12-14.csv,Craig WALKER SNP,0.0,['Peter GRANT SNP'],False,OM
KirkwallEastWard_orkney17-01,Ingirid Windwick JOLLY Ind,0.0,['Steven HEDDLE Ind'],False,OM
KirkwallEastWard_orkney17-01,Mike BERSTON Ind,0.0,['Steven HEDDLE Ind'],False,OM
KirkwallEastWard_orkney17-01,PAUL DAWSON Ind,0.0,['Steven HEDDLE Ind'],False,OM
KirkwallEastWard_orkney17-01,none,0.0,['Steven HEDDLE Ind'],False,OM
LochaTuath_eilean-siar12-08.csv,Alasdair NICHOLSON Ind,0.0,['Catriona STEWART Ind'],False,OM
LochaTuath_eilean-siar12-08.csv,Catriona STEWART Ind,0.0,['Catriona STEWART Ind'],False,OM
LochaTuath_eilean-siar12-08.csv,Donald Finlayson CRICHTON Ind,0.0,['Catriona STEWART Ind'],False,OM
LochaTuath_eilean-siar12-08.csv,JOHN A MACIVER Ind,0.0,['Catriona STEWART Ind'],False,OM
LochaTuath_eilean-siar12-08.csv,KENNETH A MACIVER SNP,0.0,['Catriona STEWART Ind'],False,OM
LochaTuath_eilean-siar12-08.csv,none,0.0,['Catriona STEWART Ind'],False,OM
NorthEast_dundee17-06.csv,Curtis LARGE Con,0.0,['Gregor MURRAY SNP'],False,OM
NorthEast_dundee17-06.csv,Michael TAYLOR TUSC,0.0,['Gregor MURRAY SNP'],False,OM
NorthEast_dundee17-06.csv,Tracy MULHOLLAND LD,0.0,['Gregor MURRAY SNP'],False,OM
NorthEast_dundee17-06.csv,none,0.0,['Gregor MURRAY SNP'],False,OM
NorthIsles_orkney12-06,Stephen HAGAN Ind,0.0,['Stephen HAGAN Ind'],False,OM
SgireanRubha_eilean-siar17-05.csv,Tony ROBSON Ind,0.0,['Alasdair MACLEOD Ind'],False,OM
SteornabhaghaTuath_eilean-siar12-07.csv,Iain MACKENZIE Ind,0.0,['Iain MACKENZIE Ind'],False,OM
Tillydrone-Seaton-OldAberdeenWard_Ward6.csv,Kairin VAN SWEEDEN SNP,0.0,['Alexander MCLELLAN SNP'],False,OM
Ward01-IrvineWest_n-ayrshire12-01,Pat MCPHEE Con,0.0,['Ian CLARKSON Lab'],False,OM
