file,threshold,winner
SG2301 LA Pref Data Kellyville.csv,PM,WILLIAMS Ray
SG2301 LA Pref Data Kellyville.csv,AVG,WILLIAMS Ray
SG2301 LA Pref Data Drummoyne.csv,OM,DI PASQUA Stephanie
SG2301 LA Pref Data Drummoyne.csv,PM,DI PASQUA Stephanie
SG2301 LA Pref Data Drummoyne.csv,AVG,DI PASQUA Stephanie
SG2301 LA Pref Data Heathcote.csv,OM,STUART Maryanne
SG2301 LA Pref Data Heathcote.csv,PM,STUART Maryanne
SG2301 LA Pref Data Heathcote.csv,AVG,STUART Maryanne
SG2301 LA Pref Data Oxley.csv,OM,KEMP Michael
SG2301 LA Pref Data Oxley.csv,PM,KEMP Michael
SG2301 LA Pref Data Oxley.csv,AVG,KEMP Michael
SG2301 LA Pref Data Hawkesbury.csv,OM,PRESTON Robyn
SG2301 LA Pref Data Hawkesbury.csv,PM,PRESTON Robyn
SG2301 LA Pref Data Hawkesbury.csv,AVG,PRESTON Robyn
SG2301 LA Pref Data Coffs Harbour.csv,OM,SINGH Gurmesh
SG2301 LA Pref Data Coffs Harbour.csv,PM,SINGH Gurmesh
SG2301 LA Pref Data Coffs Harbour.csv,AVG,SINGH Gurmesh
SG2301 LA Pref Data Maroubra.csv,OM,DALEY Michael
SG2301 LA Pref Data Maroubra.csv,PM,DALEY Michael
SG2301 LA Pref Data Maroubra.csv,AVG,DALEY Michael
SG2301 LA Pref Data Cessnock.csv,OM,BARR Clayton
SG2301 LA Pref Data Cessnock.csv,PM,BARR Clayton
SG2301 LA Pref Data Cessnock.csv,AVG,BARR Clayton
SG2301 LA Pref Data Winston Hills.csv,OM,TAYLOR Mark
SG2301 LA Pref Data Winston Hills.csv,PM,TAYLOR Mark
SG2301 LA Pref Data Winston Hills.csv,AVG,TAYLOR Mark
SG2301 LA Pref Data Bathurst.csv,OM,TOOLE Paul
SG2301 LA Pref Data Bathurst.csv,PM,TOOLE Paul
SG2301 LA Pref Data Bathurst.csv,AVG,TOOLE Paul
SG2301 LA Pref Data North Shore.csv,OM,WILSON Felicity
SG2301 LA Pref Data North Shore.csv,PM,WILSON Felicity
SG2301 LA Pref Data North Shore.csv,AVG,WILSON Felicity
SG2301 LA Pref Data Wagga Wagga.csv,OM,McGIRR Joe
SG2301 LA Pref Data Wagga Wagga.csv,PM,McGIRR Joe
SG2301 LA Pref Data Wagga Wagga.csv,AVG,McGIRR Joe
SG2301 LA Pref Data Lane Cove.csv,OM,ROBERTS Anthony
SG2301 LA Pref Data Lane Cove.csv,PM,ROBERTS Anthony
SG2301 LA Pref Data Lane Cove.csv,AVG,ROBERTS Anthony
SG2301 LA Pref Data Dubbo.csv,OM,SAUNDERS Dugald
SG2301 LA Pref Data Dubbo.csv,PM,SAUNDERS Dugald
SG2301 LA Pref Data Dubbo.csv,AVG,SAUNDERS Dugald
SG2301 LA Pref Data Lismore.csv,OM,SAFFIN Janelle
SG2301 LA Pref Data Lismore.csv,PM,SAFFIN Janelle
SG2301 LA Pref Data Lismore.csv,AVG,SAFFIN Janelle
SG2301 LA Pref Data Tweed.csv,OM,PROVEST Geoff
SG2301 LA Pref Data Tweed.csv,PM,PROVEST Geoff
SG2301 LA Pref Data Tweed.csv,AVG,PROVEST Geoff
SG2301 LA Pref Data Ballina.csv,OM,SMITH Tamara
SG2301 LA Pref Data Ballina.csv,PM,SMITH Tamara
SG2301 LA Pref Data Ballina.csv,AVG,SMITH Tamara
SG2301 LA Pref Data Ryde.csv,OM,LANE Jordan
SG2301 LA Pref Data Ryde.csv,PM,LANE Jordan
SG2301 LA Pref Data Ryde.csv,AVG,LANE Jordan
SG2301 LA Pref Data Keira.csv,OM,PARK Ryan
SG2301 LA Pref Data Keira.csv,PM,PARK Ryan
SG2301 LA Pref Data Keira.csv,AVG,PARK Ryan
SG2301 LA Pref Data Canterbury.csv,OM,COTSIS Sophie
SG2301 LA Pref Data Canterbury.csv,PM,COTSIS Sophie
SG2301 LA Pref Data Canterbury.csv,AVG,COTSIS Sophie
SG2301 LA Pref Data Granville.csv,OM,FINN Julia
SG2301 LA Pref Data Granville.csv,PM,FINN Julia
SG2301 LA Pref Data Granville.csv,AVG,FINN Julia
SG2301 LA Pref Data Macquarie Fields.csv,OM,CHANTHIVONG Anoulack
SG2301 LA Pref Data Macquarie Fields.csv,PM,CHANTHIVONG Anoulack
SG2301 LA Pref Data Macquarie Fields.csv,AVG,CHANTHIVONG Anoulack
SG2301 LA Pref Data Prospect.csv,OM,McDERMOTT Hugh
SG2301 LA Pref Data Prospect.csv,PM,McDERMOTT Hugh
SG2301 LA Pref Data Prospect.csv,AVG,McDERMOTT Hugh
SG2301 LA Pref Data Newcastle.csv,OM,CRAKANTHORP Tim
SG2301 LA Pref Data Newcastle.csv,PM,CRAKANTHORP Tim
SG2301 LA Pref Data Newcastle.csv,AVG,CRAKANTHORP Tim
SG2301 LA Pref Data Wallsend.csv,OM,HORNERY Sonia
SG2301 LA Pref Data Wallsend.csv,PM,HORNERY Sonia
SG2301 LA Pref Data Wallsend.csv,AVG,HORNERY Sonia
SG2301 LA Pref Data Port Stephens.csv,OM,WASHINGTON Kate
SG2301 LA Pref Data Port Stephens.csv,PM,WASHINGTON Kate
SG2301 LA Pref Data Port Stephens.csv,AVG,WASHINGTON Kate
SG2301 LA Pref Data Wakehurst.csv,OM,REGAN Michael
SG2301 LA Pref Data Wakehurst.csv,PM,REGAN Michael
SG2301 LA Pref Data Wakehurst.csv,AVG,REGAN Michael
SG2301 LA Pref Data Cootamundra.csv,OM,COOKE Steph
SG2301 LA Pref Data Cootamundra.csv,PM,COOKE Steph
SG2301 LA Pref Data Cootamundra.csv,AVG,COOKE Steph
SG2301 LA Pref Data Terrigal.csv,OM,CROUCH Adam
SG2301 LA Pref Data Terrigal.csv,PM,CROUCH Adam
SG2301 LA Pref Data Terrigal.csv,AVG,CROUCH Adam
SG2301 LA Pref Data Holsworthy.csv,OM,AYYAD Tina
SG2301 LA Pref Data Holsworthy.csv,PM,AYYAD Tina
SG2301 LA Pref Data Holsworthy.csv,AVG,AYYAD Tina
SG2301 LA Pref Data Manly.csv,OM,GRIFFIN James
SG2301 LA Pref Data Manly.csv,PM,GRIFFIN James
SG2301 LA Pref Data Manly.csv,AVG,GRIFFIN James
SG2301 LA Pref Data Wollongong.csv,OM,SCULLY Paul
SG2301 LA Pref Data Wollongong.csv,PM,SCULLY Paul
SG2301 LA Pref Data Wollongong.csv,AVG,SCULLY Paul
SG2301 LA Pref Data Albury.csv,OM,CLANCY Justin
SG2301 LA Pref Data Albury.csv,PM,CLANCY Justin
SG2301 LA Pref Data Albury.csv,AVG,CLANCY Justin
SG2301 LA Pref Data Bankstown.csv,OM,DIB Jihad
SG2301 LA Pref Data Bankstown.csv,PM,DIB Jihad
SG2301 LA Pref Data Bankstown.csv,AVG,DIB Jihad
