file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
Oakland_11052024_School_Director_D5.csv,0.5,om,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,Clone,3
Oakland_11062012_CityCouncilDistrict1.csv,0.5,om,AMY LEMLEY,DAN KALB,Clone,8
Oakland_11062012_CityCouncilDistrict3.csv,0.5,om,SEAN SULLIVAN,LYNETTE GIBSON-MCELHANEY,Clone,7
Oakland_11062012_CityCouncilDistrict3.csv,0.5,om,NYEISHA DEWITT,LYNETTE GIBSON-MCELHANEY,Clone,7
Oakland_11062012_CityCouncilDistrict5.csv,0.5,om,MARIO JUAREZ,NOEL GALLO,Clone,5
Oakland_11062012_SchoolDirectorDistrict5.csv,0.5,om,MIKE HUTCHINSON,ROSIE TORRES,Clone,3
Oakland_11082016_SchoolDirectorDistrict3.csv,0.5,om,KHARYSHI ''MS. K'' WIGINTON,JUMOKE HINTON HODGE,Clone,6
Oakland_11082016_SchoolDirectorDistrict5.csv,0.5,om,HUBER TRENADO,ROSIE TORRES,Clone,5
Oakland_11082022_Schoolboarddistrict4.csv,0.5,om,MIKE HUTCHINSON,PECOLIA MANIGO,Clone,4
Oakland_11082022_Schoolboarddistrict4.csv,0.5,om,NICK RESNICK,PECOLIA MANIGO,Clone,4
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.5,om,Terry Lee,Dale Washam,Clone,7
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.5,om,Barbara Gelman,Dale Washam,Clone,7
PierceCounty_11042008_CountyAssessorTreasurer.csv,0.5,om,Jan Shabro,Dale Washam,Clone,7
PierceCounty_11042008_CountyExecutiveMember.csv,0.5,om,Shawn Bunney,Pat McCarthy,Clone,5
PierceCounty_11042008_CountyExecutiveMember.csv,0.5,om,Calvin Goings,Pat McCarthy,Clone,5
SanFrancisco_06052018_Mayor.csv,0.5,om,JANE KIM,LONDON BREED,Clone,10
SanFrancisco_06052018_Mayor.csv,0.5,om,MARK LENO,LONDON BREED,Clone,10
