Ward5-AyrWest_s-ayrshire12-05.csv,7,6.8,93.2
Ward8-GirvanandSouthCarrick_s-ayrshire12-08.csv,4,20.6,79.4
KirkintillochEastandNorthandTwechar_e-duns17-07.csv,7,18.0,82.0
Milngavie_e-duns17-01.csv,6,14.8,85.2
LenzieandKirkintillochSouth_e-duns17-06.csv,8,11.9,88.1
BishopbriggsSouth_e-duns17-05.csv,6,16.7,83.3
BearsdenNorth_e-duns17-02.csv,6,17.0,83.0
BearsdenSouth_e-duns17-03.csv,6,17.1,82.9
BishopbriggsNorthandCampsie_e-duns17-04.csv,7,16.1,83.9
ForfarandDistrict_angus17-03.csv,8,10.4,89.6
MontroseandDistrict_angus17-08.csv,7,12.9,87.1
CarnoustieandDistrict_angus17-05.csv,7,13.1,86.9
ArbroathEastandLunan_angus17-07.csv,8,11.6,88.4
MonifiethandSidlaw_angus17-04.csv,5,17.8,82.2
"ArbroathWest,LethamandFriockheim_angus17-06.csv",5,18.0,82.0
KirriemuirandDean_angus17-01.csv,6,13.8,86.2
BrechinandEdzell_angus17-02.csv,7,11.5,88.5
3_dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,7,13.7,86.3
east_preference_profile_open_from_within_ms_word_or_similar.csv,6,14.4,85.6
2_bonnyrigg_preference_profile_open_from_within_ms_word_or_similar.csv,4,20.7,79.3
1_penicuik_preference_profile_open_from_within_ms_word_or_similar.csv,7,11.6,88.4
west_preference_profile_open_from_within_ms_word_or_similar.csv,7,12.7,87.3
dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,8,11.3,88.7
BuckieWard_moray12-03.csv,5,17.2,82.8
ForresWard_moray12-08.csv,10,6.0,94.0
HeldonandLaichWard_moray12-05.csv,7,9.6,90.4
ElginCityNorthWard_moray12-06.csv,5,15.8,84.2
KeithandCullenWard_moray12-02.csv,5,18.6,81.4
FochabersLhanbrydeWard_moray12-04.csv,5,17.7,82.3
ElginCitySouthWard_moray12-07.csv,4,21.5,78.5
SpeysideGlenlivetWard_moray12-01.csv,6,12.2,87.8
ClackmannanshireNorth_clacks12-02.csv,8,5.6,94.4
ClackmannanshireSouth_clacks12-04.csv,5,16.9,83.1
ClackmannanshireEast_clacks12-05.csv,4,20.7,79.3
ClackmannanshireCentral_clacks12-03.csv,6,11.1,88.9
ClackmannanshireWest_clacks12-01.csv,7,9.3,90.7
Ward04-Arran_Preference-Profile-Arran_copy.csv,6,16.2,83.8
Ward07-IrvineWest_Preference-Profile-Irvine-West_copy.csv,10,8.2,91.8
Ward03-Ardrossan_Preference-Profile-Ardrossan_copy.csv,7,13.0,87.0
Ward09-IrvineSouth_Preference-Profile-Irvine-South_copy.csv,7,13.2,86.8
Ward08-IrvineEast_Preference-Profile-Irvine-East_copy.csv,7,13.0,87.0
Ward01-NorthCoast_Preference-Profile-North-Coast_copy.csv,12,4.7,95.3
Ward06-Kilwinning_Preference-Profile-Kilwinning_copy.csv,6,19.1,80.9
Ward02-GarnockValley_Preference-Profile-Garnock-Valley_copy.csv,11,6.5,93.5
Preference-Profile-Saltcoats-and-Stevenston_copy.csv,8,11.9,88.1
Ward3-WickandEastCaithness_highland17-03.csv,9,9.5,90.5
Ward8-DingwallandSeaforth_highland17-08.csv,7,15.5,84.5
Ward20-BadenochandStrathspey_highland17-20.csv,8,11.3,88.7
Ward15-InvernessNess-side_highland17-15.csv,6,16.5,83.5
Ward10-Eileana'Cheo_highland17-10.csv,12,8.9,91.1
Ward7-TainandEasterRoss_highland17-07.csv,6,18.3,81.7
Ward21-FortWilliamandArdnamurchan_highland17-21.csv,7,12.8,87.2
Ward16-InvernessMillburn_highland17-16.csv,7,14.9,85.1
Ward17-CullodenandArdersier_highland17-17.csv,8,9.8,90.2
Ward19-InvernessSouth_highland17-19.csv,8,12.5,87.5
Ward12-AirdandLochNess_highland17-12.csv,7,15.2,84.8
Ward9-BlackIsle_highland17-09.csv,7,13.6,86.4
Ward11-CaolandMallaig_highland17-11.csv,7,17.2,82.8
Ward14-InvernessCentral_highland17-14.csv,8,14.9,85.1
Ward6-CromartyFirth_highland17-06.csv,9,12.8,87.2
Ward18-NairnandCawdor_highland17-18.csv,10,9.9,90.1
Ward13-InvernessWest_highland17-13.csv,7,15.5,84.5
Ward2-ThursoandNorthwestCaithness_highland17-02.csv,9,10.0,90.0
Ward4-EastSutherlandandEdderton_highland17-04.csv,7,12.9,87.1
"Ward1-North,WestandCentralSutherland_highland17-01.csv",8,13.4,86.6
"Ward5-WesterRoss,StrathpefferandLochalsh_highland17-05.csv",8,17.2,82.8
Ward18-HamiltonWestandEarnock_s-lanarks17-18.csv,7,14.7,85.3
Ward2-ClydesdaleNorth_s-lanarks17-02.csv,7,12.2,87.8
Ward4-ClydesdaleSouth_s-lanarks17-04.csv,9,6.7,93.3
Ward11-RutherglenSouth_s-lanarks17-11.csv,6,15.5,84.5
Ward16-BothwellandUddingston_s-lanarks17-16.csv,6,15.2,84.8
Ward5-AvondaleandStonehouse_s-lanarks17-05.csv,8,9.1,90.9
Ward6-EastKilbrideSouth_s-lanarks17-06.csv,8,11.7,88.3
Ward10-EastKilbrideEast_s-lanarks17-10.csv,8,11.4,88.6
Ward9-EastKilbrideWest_s-lanarks17-09.csv,7,11.8,88.2
Ward3-ClydesdaleEast_s-lanarks17-03.csv,8,11.4,88.6
Ward8-EastKilbrideCentralNorth_s-lanarks17-08.csv,8,11.2,88.8
Ward17-HamiltonNorthandEast_s-lanarks17-17.csv,8,11.0,89.0
Ward12-RutherglenCentralandNorth_s-lanarks17-12.csv,7,14.3,85.7
Ward14-CambuslangEast_s-lanarks17-14.csv,8,13.3,86.7
Ward7-EastKilbrideCentralSouth_s-lanarks17-07.csv,7,13.3,86.7
Ward19-HamiltonSouth_s-lanarks17-19.csv,7,13.2,86.8
Ward1-ClydesdaleWest_s-lanarks17-01.csv,8,10.3,89.7
Ward20-Larkhall_s-lanarks17-20.csv,9,6.9,93.1
Ward15-Blantyre_s-lanarks17-15.csv,8,9.9,90.1
Ward13-CambuslangWest_s-lanarks17-13.csv,8,10.7,89.3
BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,6,13.3,86.7
NaHearadhAgusCeannADeasNanLoch_eilean-siar12-03.csv,4,14.7,85.3
"Barraigh,BhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv",11,3.6,96.4
SteornabhaghaTuath_eilean-siar12-07.csv,10,3.5,96.5
LochaTuath_eilean-siar12-08.csv,5,17.9,82.1
AnTaobhSiaragusNis_eilean-siar12-09.csv,6,20.0,80.0
SteornabhaghaDeas_eilean-siar12-06.csv,7,6.3,93.7
Sgir'UigeAgusCeannATuathNanLoch_eilean-siar12-04.csv,7,5.9,94.1
SgireAnRubha_eilean-siar12-05.csv,7,7.8,92.2
KilmarnockNorth_e-ayrshire17-02.csv,5,18.6,81.4
Annick_e-ayrshire17-01.csv,8,10.5,89.5
Ballochmyle_e-ayrshire17-07.csv,7,9.8,90.2
CumnockandNewCumnock_e-ayrshire17-08.csv,8,10.7,89.3
KilmarnockWestandCrosshouse_e-ayrshire17-03.csv,6,14.5,85.5
KilmarnockSouth_e-ayrshire17-05.csv,5,18.1,81.9
DoonValley_e-ayrshire17-09.csv,9,8.0,92.0
IrvineValley_e-ayrshire17-06.csv,8,8.3,91.7
KilmarnockEastandHurlford_e-ayrshire17-04.csv,7,12.1,87.9
Ward1-KirriemuirandDean_ward1.csv,7,10.5,89.5
Ward8-MontroseandDistrict_ward8.csv,9,10.1,89.9
Ward6-ArbroathWestLethamandFriockheim_ward6.csv,10,7.8,92.2
Ward7-ArbroathEastandLunan_ward7.csv,6,18.7,81.3
Ward3-ForfarandDistrict_ward3.csv,8,12.5,87.5
Ward2-BrechinandEdzell_ward2.csv,5,22.4,77.6
Ward4-MonifiethandSidlaw_ward4.csv,8,10.4,89.6
Ward5-CarnoustieandDistrict_ward5.csv,7,11.8,88.2
"Ward2-BroxburnUphallandWinchburgh_west lothian,2022,ward 2.csv",9,8.8,91.2
"Ward7-WhitburnandBlackburn_west lothian,2022,ward 7.csv",7,13.6,86.4
"Ward3-LivingstonNorth_west lothian,2022,ward 3.csv",8,11.2,88.8
"Ward6-FauldhouseandtheBreichValley_west lothian,2022,ward 6.csv",8,10.4,89.6
"Ward5-EastLivingstonandEastCalder_west lothian,2022,ward 5.csv",10,7.4,92.6
"Ward9-ArmadaleandBlackridge_west lothian,2022,ward 9.csv",7,12.3,87.7
"Ward1-Linlithgow_west lothian,2022,ward 1.csv",6,12.8,87.2
"Ward8-Bathgate_west lothian,2022,ward 8.csv",8,9.8,90.2
"Ward4-LivingstonSouth_west lothian,2022,ward 4.csv",10,7.5,92.5
6.PaisleySouthWestWard_renfs12-06.csv,7,9.0,91.0
7.JohnstoneSouthElderslie&HowwoodWard_renfs12-07.csv,8,7.3,92.7
8.JohnstoneNorthKilbarchan&LochwinnochWard_renfs12-08.csv,8,6.0,94.0
3.PaisleyEast&RalstonWard_renfs12-03.csv,7,8.3,91.7
4.PaisleyNorthWestWard_renfs12-04.csv,8,9.1,90.9
10.BishoptonBridgeofWeir&LangbankWard_renfs12-10.csv,6,8.7,91.3
9.HoustonCrosslee&LinwoodWard_renfs12-09.csv,7,8.7,91.3
2.RenfrewSouthGallowhillWard_renfs12-02.csv,7,8.6,91.4
11.Erskine&InchinnanWard_renfs12-11.csv,7,9.8,90.2
5.PaisleySouthWard_renfs12-05.csv,8,5.6,94.4
Strathallan_perth-kinross12-07.csv,5,16.0,84.0
PerthCityCentre_perth-kinross12-12.csv,8,7.9,92.1
PerthCityNorth_perth-kinross12-11.csv,7,9.1,90.9
Kinross-shire_perth-kinross12-08.csv,9,6.2,93.8
CarseofGowrie_perth-kinross12-01.csv,5,15.9,84.1
Strathtay_perth-kinross12-05.csv,5,14.9,85.1
Strathearn_perth-kinross12-06.csv,6,11.9,88.1
PerthCitySouth_perth-kinross12-10.csv,8,7.3,92.7
Highland_perth-kinross12-04.csv,7,8.3,91.7
AlmondandEarn_perth-kinross12-09.csv,6,10.4,89.6
BlairgowrieandGlens_perth-kinross12-03.csv,5,14.5,85.5
Strathmore_perth-kinross12-02.csv,7,9.0,91.0
Preference_profile_for_Ward_2_Renfrew_South_and_Gallowhill_copy.csv,5,20.0,80.0
profile_for_Ward_11_Bishopton_Bridge_of_Weir_and_Langbank_copy.csv,5,17.0,83.0
Preference_profile_for_Ward_12_Erskine_and_Inchinnan_copy.csv,6,16.3,83.7
Preference_profile_for_Ward_10_Houston_Crosslee_and_Linwood_copy.csv,5,18.0,82.0
for_Ward_9_Johnstone_North_Kilbarchan_Howwood_and_Lochwinnoch_copy.csv,8,11.9,88.1
Preference_profile_for_Ward_6_Paisley_Southeast_copy.csv,9,8.8,91.2
Preference_profile_for_Ward_5_Paisley_East_and_Central_copy.csv,7,14.9,85.1
Preference_profile_for_Ward_4_Paisley_Northwest_copy.csv,11,7.5,92.5
Preference_profile_for_Ward_8_Johnstone_South_and_Elderslie_copy.csv,6,14.4,85.6
Preference_profile_for_Ward_7_Paisley_Southwest_copy.csv,7,14.9,85.1
MidArgyll_argyll-bute17-03.csv,7,14.5,85.5
Cowal_argyll-bute17-06.csv,6,15.7,84.3
Dunoon_argyll-bute17-07.csv,10,11.2,88.8
ObanNorthandLorn_argyll-bute17-05.csv,10,10.8,89.2
IsleofBute_argyll-bute17-08.csv,7,10.0,90.0
KintyreandtheIslands_argyll-bute17-02.csv,6,15.4,84.6
HelensburghandLomondSouth_argyll-bute17-11.csv,8,9.9,90.1
ObanSouthandtheIsles_argyll-bute17-04.csv,8,13.7,86.3
LomondNorth_argyll-bute17-09.csv,7,11.6,88.4
HelensburghCentral_argyll-bute17-10.csv,5,17.4,82.6
Ward4-ShetlandCentral_shetland17-04.csv,5,24.6,75.4
Ward2-ShetlandNorth_shetland17-02.csv,4,26.3,73.7
Ward3-ShetlandWest_shetland17-03.csv,6,24.2,75.8
Ward6-LerwickNorth_shetland17-06.csv,4,20.2,79.8
Ward1-NorthIsles_shetland17-01.csv,5,28.9,71.1
Ward7-LerwickSouth_shetland17-07.csv,5,33.7,66.3
Kilwinning_n-ayrshire17-03.csv,7,13.0,87.0
Saltcoats_n-ayrshire17-09.csv,7,10.6,89.4
NorthCoastandCumbraes_n-ayrshire17-08.csv,6,13.6,86.4
IrvineEast_n-ayrshire17-02.csv,6,15.4,84.6
Stevenston_n-ayrshire17-04.csv,8,12.3,87.7
DalryandWestKilbride_n-ayrshire17-06.csv,8,14.7,85.3
ArdrossanandArran_n-ayrshire17-05.csv,7,10.4,89.6
IrvineSouth_n-ayrshire17-10.csv,7,11.3,88.7
IrvineWest_n-ayrshire17-01.csv,7,12.2,87.8
KilbirnieandBeith_n-ayrshire17-07.csv,7,14.7,85.3
v0001_ward-13-westhill-and-district_06052022_172124.csv,7,10.8,89.2
v0001_ward-7-turriff-and-district_06052022_172118.csv,6,14.0,86.0
preferenceprofile_v0001_ward-19-mearns_06052022_172124.csv,11,7.0,93.0
Ward1-BanffandDistrict_ward1.csv,8,10.8,89.2
preferenceprofile_v0001_ward-8-mid-formartine_06052022_172123.csv,6,13.7,86.3
preferenceprofile_v0001_ward-12-east-garioch_06052022_172124.csv,6,17.7,82.3
preferenceprofile_v0001_ward-4-central-buchan_06052022_172124.csv,10,7.1,92.9
Ward2-Troup_preferenceprofile_v0001_ward-2-troup_06052022_172123.csv,5,17.7,82.3
preferenceprofile_v0001_ward-9-ellon-and-district_06052022_172124.csv,7,14.3,85.7
v0001_ward-3-fraserburgh-and-district_06052022_172124.csv,7,11.7,88.3
ward-14-huntly-strathbogie-and-howe-of-alford_06052022_172124.csv,7,12.2,87.8
v0001_ward-5-peterhead-north-and-rattray_06052022_172118.csv,8,9.8,90.2
preferenceprofile_v0001_ward-10-west-garioch_06052022_172124.csv,8,11.3,88.7
v0001_ward-6-peterhead-south-and-cruden_06052022_172115.csv,4,20.6,79.4
v0001_ward-15-aboyne-upper-deeside-and-donside_06052022_172124.csv,6,12.9,87.1
v0001_ward-16-banchory-and-mid-deeside_06052022_172124.csv,6,14.7,85.3
